N,U/L,Avg_Frac_1,Avg_Frac_2
8,8.4,0.9399,0.06010000000000001
8,8.5,0.9523,0.04769999999999999
8,8.6,0.9683999999999999,0.0316
8,8.7,0.9521000000000001,0.0479
8,8.8,0.9561,0.04390000000000001
8,8.9,0.9536999999999999,0.0463
8,9.0,0.9536,0.0464
8,9.1,0.9669000000000001,0.0331
8,9.2,0.9648,0.0352
8,9.3,0.9678999999999998,0.0321
8,9.4,0.9666999999999999,0.033299999999999996
8,9.5,0.9279000000000001,0.07210000000000001
8,9.6,0.9885,0.0115
8,9.7,0.9603999999999999,0.039599999999999996
8,9.8,0.9431,0.05689999999999999
8,9.9,0.9638000000000001,0.036199999999999996
8,10.0,0.9656999999999998,0.0343
9,0.1,0.0,1.0
9,0.2,0.0,1.0
9,0.3,0.0,1.0
9,0.4,0.0,1.0
9,0.5,0.0,1.0
9,0.6,0.0,1.0
9,0.7,0.0,1.0
9,0.8,0.0,1.0
9,0.9,0.0,1.0
9,1.0,0.1032,0.8967999999999999
9,1.1,0.0001,0.9999000000000001
9,1.2,0.239,0.7609999999999999
9,1.3,0.23310000000000003,0.7669
9,1.4,0.3538,0.6462
9,1.5,0.44900000000000007,0.551
9,1.6,0.37729999999999997,0.6227000000000001
9,1.7,0.5281,0.47190000000000004
9,1.8,0.5795,0.4205
9,1.9,0.5865,0.41350000000000003
9,2.0,0.5934,0.4066
9,2.1,0.6735,0.3265
9,2.2,0.5698000000000001,0.4302
9,2.3,0.5693,0.4307
9,2.4,0.6517000000000001,0.3483
9,2.5,0.6193,0.3806999999999999
9,2.6,0.6463,0.35369999999999996
9,2.7,0.6278,0.3722000000000001
9,2.8,0.6733999999999999,0.32660000000000006
9,2.9,0.7028,0.29719999999999996
9,3.0,0.7008,0.2992
9,3.1,0.7711999999999999,0.22880000000000003
9,3.2,0.7956999999999997,0.2043
9,3.3,0.7777,0.2223
9,3.4,0.7546,0.24539999999999998
9,3.5,0.7776,0.2224
9,3.6,0.8121,0.18789999999999996
9,3.7,0.7477000000000001,0.2523
9,3.8,0.9063,0.09369999999999999
