Need,Greed,Run,Sigma_Index
0.2443298969072165,0.7556701030927835,15,4
0.289553264604811,0.710446735395189,15,5
0.3377835051546392,0.6622164948453608,15,6
0.3774398625429553,0.6225601374570447,15,7
0.4188487972508591,0.5811512027491409,15,8
0.44757731958762886,0.5524226804123711,15,9
0.4677491408934708,0.5322508591065291,15,10
0.4985395189003436,0.5014604810996564,15,11
0.5162714776632303,0.48372852233676983,15,12
0.5424398625429553,0.4575601374570446,15,13
0.5558247422680412,0.44417525773195876,15,14
0.5803951890034363,0.41960481099656355,15,15
0.5969072164948453,0.40309278350515465,15,16
0.609553264604811,0.39044673539518904,15,17
0.6200687285223367,0.37993127147766326,15,18
0.6374054982817869,0.3625945017182131,15,19
0.0,1.0,16,0
0.057079037800687286,0.9429209621993127,16,1
0.12082474226804123,0.8791752577319588,16,2
0.1874742268041237,0.8125257731958764,16,3
0.23989690721649484,0.7601030927835052,16,4
0.2943642611683849,0.7056357388316151,16,5
0.3370962199312715,0.6629037800687284,16,6
0.3699656357388316,0.6300343642611684,16,7
0.4125085910652921,0.587491408934708,16,8
0.4411683848797251,0.5588316151202748,16,9
0.47548109965635743,0.5245189003436426,16,10
0.49865979381443304,0.5013402061855671,16,11
0.5180240549828179,0.4819759450171821,16,12
0.5464432989690721,0.4535567010309279,16,13
0.5563230240549829,0.44367697594501715,16,14
0.5741408934707903,0.42585910652920966,16,15
0.5900515463917525,0.4099484536082475,16,16
0.6072164948453608,0.39278350515463917,16,17
0.62393470790378,0.3760652920962199,16,18
0.6250171821305842,0.37498281786941584,16,19
0.0,1.0,17,0
0.0536254295532646,0.9463745704467353,17,1
0.1250171821305842,0.8749828178694158,17,2
0.18647766323024056,0.8135223367697594,17,3
0.2433161512027491,0.7566838487972508,17,4
0.28685567010309276,0.7131443298969071,17,5
0.33470790378006876,0.6652920962199312,17,6
0.3766494845360825,0.6233505154639175,17,7
0.4139518900343643,0.5860481099656358,17,8
0.4477147766323024,0.5522852233676976,17,9
0.4699312714776632,0.5300687285223368,17,10
0.4935051546391752,0.5064948453608247,17,11
0.5155154639175258,0.48448453608247416,17,12
0.5372164948453607,0.46278350515463923,17,13
0.5646907216494845,0.43530927835051547,17,14
0.5783676975945018,0.4216323024054983,17,15
0.5902749140893471,0.40972508591065293,17,16
0.6101030927835052,0.3898969072164949,17,17
0.6237800687285223,0.3762199312714776,17,18
0.6390034364261168,0.36099656357388316,17,19
0.0,1.0,18,0
0.05390034364261168,0.9460996563573885,18,1
0.12158075601374571,0.8784192439862543,18,2
0.18053264604810995,0.81946735395189,18,3
0.2434020618556701,0.75659793814433,18,4
0.28745704467353955,0.7125429553264605,18,5
0.3369243986254296,0.6630756013745704,18,6
0.3749140893470791,0.625085910652921,18,7
0.4118900343642612,0.5881099656357388,18,8
0.4469243986254296,0.5530756013745705,18,9
0.4708934707903779,0.5291065292096221,18,10
0.49286941580756016,0.50713058419244,18,11
0.521786941580756,0.478213058419244,18,12
0.5475945017182131,0.4524054982817869,18,13
0.5636082474226803,0.4363917525773196,18,14
0.5804810996563574,0.4195189003436426,18,15
0.5880068728522337,0.41199312714776637,18,16
0.6056013745704468,0.3943986254295533,18,17
0.6246391752577319,0.37536082474226806,18,18
0.6450000000000001,0.35500000000000004,18,19
0.0,1.0,19,0
0.05582474226804124,0.9441752577319588,19,1
0.12367697594501717,0.8763230240549827,19,2
0.18757731958762888,0.8124226804123711,19,3
0.24048109965635736,0.7595189003436426,19,4
0.29673539518900344,0.7032646048109965,19,5
0.3420103092783505,0.6579896907216495,19,6
0.3739862542955326,0.6260137457044674,19,7
0.4141408934707903,0.5858591065292097,19,8
0.4496907216494846,0.5503092783505155,19,9
0.4731615120274914,0.5268384879725087,19,10
0.4952749140893471,0.5047250859106529,19,11
0.5207044673539518,0.4792955326460482,19,12
0.5422852233676976,0.45771477663230237,19,13
0.5521993127147766,0.4478006872852234,19,14
0.5743642611683849,0.4256357388316151,19,15
0.5932302405498282,0.40676975945017185,19,16
0.6064089347079038,0.39359106529209625,19,17
0.6239518900343642,0.37604810996563576,19,18
0.6303608247422681,0.36963917525773193,19,19
